Facility Name,Payment Entered,Payment Received,Other Ref #,Credit Source(w Payer),Payment Total Paid (Sum),Payment Check #
Facility-D,24-05-2023,24-05-2023,ABCDEF,BEACON HEALTH STRATEGIES,$587.26,NC#
Facility-D,12-09-2023,12-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1708.69,NC#
Facility-D,09-02-2023,09-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1569.22,NC#
Facility-D,21-02-2023,21-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$694.51,NC#
Facility-D,08-02-2023,08-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2219.88,NC#
Facility-D,07-07-2023,07-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2961.98,NC#
Facility-D,30-09-2023,30-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$736.99,NC#
Facility-D,05-03-2023,05-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2374.33,NC#
Facility-D,02-03-2023,02-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4686.49,NC#
Facility-D,03-04-2023,03-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4369.10,NC#
Facility-D,19-04-2023,19-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2740.90,NC#
Facility-D,05-06-2023,05-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$4402.58,NC#
Facility-D,13-02-2023,13-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$4298.90,NC#
Facility-D,14-09-2023,14-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$2236.53,NC#
Facility-D,27-10-2023,27-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$2266.98,NC#
Facility-D,16-03-2023,16-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$2302.35,NC#
Facility-D,15-11-2023,15-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$3086.66,NC#
Facility-D,31-12-2023,31-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$968.99,NC#
Facility-D,11-08-2023,11-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1699.78,NC#
Facility-D,12-05-2023,12-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$4028.79,NC#
Facility-D,26-06-2023,26-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$4272.53,NC#
Facility-D,28-09-2023,28-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1618.39,NC#
Facility-D,15-02-2023,15-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$1292.69,NC#
Facility-D,15-06-2023,15-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$4401.85,NC#
Facility-D,10-03-2023,10-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$3835.61,NC#
Facility-D,06-11-2023,06-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$1537.64,NC#
Facility-D,01-10-2023,01-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$406.12,NC#
Facility-D,22-03-2023,22-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$734.22,NC#
Facility-D,24-03-2023,24-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$823.67,NC#
Facility-D,01-06-2023,01-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$2828.02,NC#
Facility-D,17-03-2023,17-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$475.51,NC#
Facility-D,14-09-2023,14-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1207.97,NC#
Facility-D,27-08-2023,27-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1820.61,NC#
Facility-D,22-04-2023,22-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$3097.53,NC#
Facility-D,30-03-2023,30-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$4874.18,NC#
Facility-D,24-03-2023,24-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$2242.16,NC#
Facility-D,25-10-2023,25-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$63.29,NC#
Facility-D,13-05-2023,13-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$1233.76,NC#
Facility-D,07-07-2023,07-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$2285.91,NC#
Facility-D,20-09-2023,20-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$2823.76,NC#
Facility-D,13-02-2023,13-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$300.98,NC#
Facility-D,01-06-2023,01-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3731.13,NC#
Facility-D,14-05-2023,14-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$3834.95,NC#
Facility-D,06-09-2023,06-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1805.01,NC#
Facility-D,28-08-2023,28-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1616.11,NC#
Facility-D,15-11-2023,15-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$3616.57,NC#
Facility-D,09-02-2023,09-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$3118.53,NC#
Facility-D,29-11-2023,29-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$1104.35,NC#
Facility-D,23-08-2023,23-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$2828.46,NC#
Facility-D,01-06-2023,01-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$1578.76,NC#
Facility-D,24-03-2023,24-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$1909.42,NC#
Facility-C,22-10-2023,22-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1348.14,NC#
Facility-C,26-11-2023,26-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$2663.94,NC#
Facility-C,14-09-2023,14-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$4879.60,NC#
Facility-C,08-12-2023,08-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$791.22,NC#
Facility-C,17-09-2023,17-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$2489.36,NC#
Facility-C,13-03-2023,13-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$2576.82,NC#
Facility-C,09-10-2023,09-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$4590.81,NC#
Facility-C,02-08-2023,02-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$253.90,NC#
Facility-C,27-07-2023,27-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$1528.37,NC#
Facility-C,18-01-2024,18-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$87.53,NC#
Facility-C,21-08-2023,21-08-2023,ABCDEF,OK OPERATING ENGINEERS,$4522.03,NC#
Facility-C,08-05-2023,08-05-2023,ABCDEF,OK OPERATING ENGINEERS,$1573.95,NC#
Facility-C,07-04-2023,07-04-2023,ABCDEF,OK OPERATING ENGINEERS,$557.69,NC#
Facility-C,16-05-2023,16-05-2023,ABCDEF,OK OPERATING ENGINEERS,$2791.87,NC#
Facility-C,03-04-2023,03-04-2023,ABCDEF,OK OPERATING ENGINEERS,$1625.67,NC#
Facility-C,08-11-2023,08-11-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$986.49,NC#
Facility-C,27-06-2023,27-06-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$3421.75,NC#
Facility-C,17-03-2023,17-03-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$341.68,NC#
Facility-C,31-05-2023,31-05-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$3880.27,NC#
Facility-C,17-05-2023,17-05-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$1267.79,NC#
Facility-C,20-05-2023,20-05-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$454.05,NC#
Facility-C,03-01-2024,03-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2299.22,NC#
Facility-C,24-06-2023,24-06-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2063.98,NC#
Facility-C,11-10-2023,11-10-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4071.66,NC#
Facility-C,07-01-2024,07-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3680.24,NC#
Facility-C,11-10-2023,11-10-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$929.69,NC#
Facility-C,22-08-2023,22-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3476.76,NC#
Facility-C,28-09-2023,28-09-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$918.47,NC#
Facility-C,26-01-2023,26-01-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$307.61,NC#
Facility-C,25-11-2023,25-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3429.15,NC#
Facility-C,13-04-2023,13-04-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2419.83,NC#
Facility-C,01-01-2024,01-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$154.57,NC#
Facility-C,27-06-2023,27-06-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4930.34,NC#
Facility-C,06-02-2023,06-02-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2281.62,NC#
Facility-C,21-01-2023,21-01-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1892.79,NC#
Facility-C,23-10-2023,23-10-2023,ABCDEF,AETNA,$2368.58,NC#
Facility-C,04-01-2024,04-01-2024,ABCDEF,AETNA,$4476.27,NC#
Facility-C,25-04-2023,25-04-2023,ABCDEF,AETNA,$3017.03,NC#
Facility-C,08-07-2023,08-07-2023,ABCDEF,AETNA,$1557.14,NC#
Facility-C,12-07-2023,12-07-2023,ABCDEF,AETNA,$1455.72,NC#
Facility-C,03-02-2023,03-02-2023,ABCDEF,AETNA,$4255.02,NC#
Facility-C,25-07-2023,25-07-2023,ABCDEF,AETNA,$2857.35,NC#
Facility-C,01-07-2023,01-07-2023,ABCDEF,AETNA,$2668.62,NC#
Facility-C,27-12-2023,27-12-2023,ABCDEF,AETNA,$612.94,NC#
Facility-C,06-07-2023,06-07-2023,ABCDEF,AETNA,$3314.79,NC#
Facility-C,18-02-2023,18-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1348.15,NC#
Facility-C,12-07-2023,12-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1506.25,NC#
Facility-C,05-08-2023,05-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3809.08,NC#
Facility-C,05-07-2023,05-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$555.78,NC#
Facility-C,16-12-2023,16-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3679.05,NC#
Facility-C,12-10-2023,12-10-2023,ABCDEF,UNITED HEALTHCARE,$4046.56,NC#
Facility-C,08-10-2023,08-10-2023,ABCDEF,UNITED HEALTHCARE,$4183.85,NC#
Facility-C,26-05-2023,26-05-2023,ABCDEF,UNITED HEALTHCARE,$1816.39,NC#
Facility-C,19-05-2023,19-05-2023,ABCDEF,UNITED HEALTHCARE,$2060.37,NC#
Facility-C,23-07-2023,23-07-2023,ABCDEF,UNITED HEALTHCARE,$1068.80,NC#
Facility-C,01-10-2023,01-10-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2679.43,NC#
Facility-C,07-11-2023,07-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2876.36,NC#
Facility-C,14-12-2023,14-12-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3270.36,NC#
Facility-C,25-07-2023,25-07-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2179.68,NC#
Facility-C,14-07-2023,14-07-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$201.39,NC#
Facility-D,07-10-2023,07-10-2023,ABCDEF,OK OPERATING ENGINEERS,$4916.72,NC#
Facility-D,22-02-2023,22-02-2023,ABCDEF,OK OPERATING ENGINEERS,$3944.02,NC#
Facility-D,22-02-2023,22-02-2023,ABCDEF,OK OPERATING ENGINEERS,$3515.64,NC#
Facility-D,23-05-2023,23-05-2023,ABCDEF,OK OPERATING ENGINEERS,$1292.59,NC#
Facility-D,25-02-2023,25-02-2023,ABCDEF,OK OPERATING ENGINEERS,$4550.82,NC#
Facility-D,17-08-2023,17-08-2023,ABCDEF,AETNA,$1283.98,NC#
Facility-D,12-09-2023,12-09-2023,ABCDEF,AETNA,$1147.20,NC#
Facility-D,25-12-2023,25-12-2023,ABCDEF,AETNA,$4653.50,NC#
Facility-D,21-02-2023,21-02-2023,ABCDEF,AETNA,$3697.72,NC#
Facility-D,28-01-2023,28-01-2023,ABCDEF,AETNA,$4445.84,NC#
Facility-D,21-03-2023,21-03-2023,ABCDEF,UNITED HEALTHCARE,$4002.39,NC#
Facility-D,29-03-2023,29-03-2023,ABCDEF,UNITED HEALTHCARE,$1709.60,NC#
Facility-D,10-04-2023,10-04-2023,ABCDEF,UNITED HEALTHCARE,$2813.63,NC#
Facility-D,24-05-2023,24-05-2023,ABCDEF,UNITED HEALTHCARE,$1900.58,NC#
Facility-D,27-05-2023,27-05-2023,ABCDEF,UNITED HEALTHCARE,$1567.57,NC#
Facility-D,21-08-2023,21-08-2023,ABCDEF,UNITED HEALTHCARE,$486.22,NC#
Facility-D,28-10-2023,28-10-2023,ABCDEF,UNITED HEALTHCARE,$2484.18,NC#
Facility-D,12-06-2023,12-06-2023,ABCDEF,UNITED HEALTHCARE,$2786.75,NC#
Facility-D,29-01-2023,29-01-2023,ABCDEF,UNITED HEALTHCARE,$4182.75,NC#
Facility-D,24-12-2023,24-12-2023,ABCDEF,UNITED HEALTHCARE,$2135.35,NC#
Facility-D,23-01-2023,23-01-2023,ABCDEF,UNITED HEALTHCARE,$4414.38,NC#
Facility-D,05-07-2023,05-07-2023,ABCDEF,UNITED HEALTHCARE,$3098.47,NC#
Facility-D,16-05-2023,16-05-2023,ABCDEF,UNITED HEALTHCARE,$1128.22,NC#
Facility-D,07-06-2023,07-06-2023,ABCDEF,UNITED HEALTHCARE,$3555.42,NC#
Facility-D,22-03-2023,22-03-2023,ABCDEF,UNITED HEALTHCARE,$4609.86,NC#
Facility-D,02-06-2023,02-06-2023,ABCDEF,UNITED HEALTHCARE,$4372.98,NC#
Facility-D,12-06-2023,12-06-2023,ABCDEF,UNITED HEALTHCARE,$752.56,NC#
Facility-D,26-11-2023,26-11-2023,ABCDEF,UNITED HEALTHCARE,$4623.32,NC#
Facility-D,15-07-2023,15-07-2023,ABCDEF,UNITED HEALTHCARE,$1593.65,NC#
Facility-D,13-10-2023,13-10-2023,ABCDEF,UNITED HEALTHCARE,$4568.25,NC#
Facility-D,14-04-2023,14-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2846.69,NC#
Facility-D,18-01-2024,18-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2668.93,NC#
Facility-D,30-08-2023,30-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3933.69,NC#
Facility-D,25-07-2023,25-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$71.54,NC#
Facility-D,18-11-2023,18-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2190.51,NC#
Facility-D,29-12-2023,29-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2470.13,NC#
Facility-D,18-10-2023,18-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$260.06,NC#
Facility-D,15-07-2023,15-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4712.42,NC#
Facility-D,15-09-2023,15-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4064.21,NC#
Facility-D,06-09-2023,06-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2936.48,NC#
Facility-D,06-04-2023,06-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3585.58,NC#
Facility-D,30-09-2023,30-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3690.20,NC#
Facility-D,05-09-2023,05-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1423.51,NC#
Facility-D,25-11-2023,25-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$387.06,NC#
Facility-D,15-01-2024,15-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4067.64,NC#
Facility-D,08-04-2023,08-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1483.24,NC#
Facility-D,02-11-2023,02-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$783.00,NC#
Facility-D,14-01-2024,14-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3068.53,NC#
Facility-D,19-05-2023,19-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2849.75,NC#
Facility-D,30-12-2023,30-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1275.88,NC#
Facility-D,18-02-2023,18-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$153.83,NC#
Facility-D,21-11-2023,21-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$736.44,NC#
Facility-D,02-10-2023,02-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3867.82,NC#
Facility-D,14-04-2023,14-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1864.02,NC#
Facility-D,30-01-2023,30-01-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1577.14,NC#
Facility-D,05-06-2023,05-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3076.70,NC#
Facility-D,28-06-2023,28-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2543.66,NC#
Facility-D,02-11-2023,02-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$239.09,NC#
Facility-D,19-05-2023,19-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4531.07,NC#
Facility-D,26-04-2023,26-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3370.22,NC#
Facility-D,10-06-2023,10-06-2023,ABCDEF,UNITED HEALTHCARE,$688.55,NC#
Facility-D,28-07-2023,28-07-2023,ABCDEF,UNITED HEALTHCARE,$4353.31,NC#
Facility-D,20-11-2023,20-11-2023,ABCDEF,UNITED HEALTHCARE,$1506.98,NC#
Facility-D,26-12-2023,26-12-2023,ABCDEF,UNITED HEALTHCARE,$4931.18,NC#
Facility-D,16-12-2023,16-12-2023,ABCDEF,UNITED HEALTHCARE,$3714.51,NC#
Facility-C,17-06-2023,17-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3039.66,NC#
Facility-C,02-11-2023,02-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4065.47,NC#
Facility-C,02-10-2023,02-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2100.88,NC#
Facility-C,22-12-2023,22-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$377.03,NC#
Facility-C,15-01-2024,15-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2704.61,NC#
Facility-C,10-04-2023,10-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$248.46,NC#
Facility-C,01-01-2024,01-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3176.28,NC#
Facility-C,20-12-2023,20-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2798.41,NC#
Facility-C,28-11-2023,28-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2452.37,NC#
Facility-C,23-10-2023,23-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4919.21,NC#
Facility-C,17-01-2024,17-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2087.49,NC#
Facility-C,19-12-2023,19-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1251.10,NC#
Facility-C,11-12-2023,11-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4766.60,NC#
Facility-C,24-08-2023,24-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3238.55,NC#
Facility-C,20-07-2023,20-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1164.46,NC#
Facility-C,14-09-2023,14-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3075.07,NC#
Facility-C,06-09-2023,06-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$808.25,NC#
Facility-C,27-06-2023,27-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$600.31,NC#
Facility-C,26-01-2023,26-01-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2922.86,NC#
Facility-C,27-11-2023,27-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3360.06,NC#
Facility-C,10-08-2023,10-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1684.72,NC#
Facility-C,13-12-2023,13-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3671.47,NC#
Facility-C,18-07-2023,18-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2195.60,NC#
Facility-C,04-01-2024,04-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4389.64,NC#
Facility-C,17-04-2023,17-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3602.60,NC#
Facility-C,06-09-2023,06-09-2023,ABCDEF,CIGNA HEALTH PLANS,$2037.79,NC#
Facility-C,06-03-2023,06-03-2023,ABCDEF,CIGNA HEALTH PLANS,$3871.64,NC#
Facility-C,27-01-2023,27-01-2023,ABCDEF,CIGNA HEALTH PLANS,$4996.87,NC#
Facility-C,15-06-2023,15-06-2023,ABCDEF,CIGNA HEALTH PLANS,$2298.59,NC#
Facility-C,06-11-2023,06-11-2023,ABCDEF,CIGNA HEALTH PLANS,$1348.10,NC#
Facility-C,11-06-2023,11-06-2023,ABCDEF,CIGNA HEALTH PLANS,$3366.46,NC#
Facility-C,09-08-2023,09-08-2023,ABCDEF,CIGNA HEALTH PLANS,$1156.42,NC#
Facility-C,11-04-2023,11-04-2023,ABCDEF,CIGNA HEALTH PLANS,$920.34,NC#
Facility-C,30-07-2023,30-07-2023,ABCDEF,CIGNA HEALTH PLANS,$1605.06,NC#
Facility-C,10-12-2023,10-12-2023,ABCDEF,CIGNA HEALTH PLANS,$2991.59,NC#
Facility-C,04-06-2023,04-06-2023,ABCDEF,CIGNA HEALTH PLANS,$4695.67,NC#
Facility-C,04-09-2023,04-09-2023,ABCDEF,CIGNA HEALTH PLANS,$3901.85,NC#
Facility-C,10-10-2023,10-10-2023,ABCDEF,CIGNA HEALTH PLANS,$1309.90,NC#
Facility-C,22-08-2023,22-08-2023,ABCDEF,CIGNA HEALTH PLANS,$1436.78,NC#
Facility-C,21-08-2023,21-08-2023,ABCDEF,CIGNA HEALTH PLANS,$2599.48,NC#
Facility-C,04-11-2023,04-11-2023,ABCDEF,CIGNA HEALTH PLANS,$4137.82,NC#
Facility-C,26-07-2023,26-07-2023,ABCDEF,CIGNA HEALTH PLANS,$4614.45,NC#
Facility-C,26-09-2023,26-09-2023,ABCDEF,CIGNA HEALTH PLANS,$3425.13,NC#
Facility-C,09-12-2023,09-12-2023,ABCDEF,CIGNA HEALTH PLANS,$2697.35,NC#
Facility-C,05-10-2023,05-10-2023,ABCDEF,CIGNA HEALTH PLANS,$3306.06,NC#
Facility-C,18-08-2023,18-08-2023,ABCDEF,CIGNA HEALTH PLANS,$1195.50,NC#
Facility-C,26-11-2023,26-11-2023,ABCDEF,CIGNA HEALTH PLANS,$3121.16,NC#
Facility-C,26-02-2023,26-02-2023,ABCDEF,CIGNA HEALTH PLANS,$2867.74,NC#
Facility-C,18-08-2023,18-08-2023,ABCDEF,CIGNA HEALTH PLANS,$4857.58,NC#
Facility-C,27-02-2023,27-02-2023,ABCDEF,CIGNA HEALTH PLANS,$3867.32,NC#
Facility-C,12-08-2023,12-08-2023,ABCDEF,CIGNA HEALTH PLANS,$4236.65,NC#
Facility-C,06-04-2023,06-04-2023,ABCDEF,CIGNA HEALTH PLANS,$388.41,NC#
Facility-C,01-03-2023,01-03-2023,ABCDEF,CIGNA HEALTH PLANS,$88.16,NC#
Facility-C,21-12-2023,21-12-2023,ABCDEF,CIGNA HEALTH PLANS,$2579.07,NC#
Facility-C,12-04-2023,12-04-2023,ABCDEF,CIGNA HEALTH PLANS,$3752.12,NC#
Facility-C,23-08-2023,23-08-2023,ABCDEF,CIGNA HEALTH PLANS,$2900.61,NC#
Facility-C,25-03-2023,25-03-2023,ABCDEF,CIGNA HEALTH PLANS,$2632.11,NC#
Facility-C,28-05-2023,28-05-2023,ABCDEF,CIGNA HEALTH PLANS,$2458.04,NC#
Facility-C,11-11-2023,11-11-2023,ABCDEF,CIGNA HEALTH PLANS,$2227.44,NC#
Facility-C,21-07-2023,21-07-2023,ABCDEF,CIGNA HEALTH PLANS,$1153.91,NC#
Facility-D,05-05-2023,05-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$3065.07,NC#
Facility-D,25-05-2023,25-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$4143.70,NC#
Facility-D,12-02-2023,12-02-2023,ABCDEF,UMR FKA UMR WAUSAU,$314.28,NC#
Facility-D,04-10-2023,04-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$3450.56,NC#
Facility-D,23-11-2023,23-11-2023,ABCDEF,UMR FKA UMR WAUSAU,$148.92,NC#
Facility-D,11-01-2024,11-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2312.39,NC#
Facility-D,14-12-2023,14-12-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2523.89,NC#
Facility-D,19-05-2023,19-05-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$844.79,NC#
Facility-D,19-10-2023,19-10-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$378.42,NC#
Facility-D,06-11-2023,06-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2728.50,NC#
Facility-D,12-10-2023,12-10-2023,ABCDEF,BEACON HEALTH STRATEGIES,$2504.52,NC#
Facility-D,24-03-2023,24-03-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3729.14,NC#
Facility-D,13-04-2023,13-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3857.29,NC#
Facility-D,25-11-2023,25-11-2023,ABCDEF,BEACON HEALTH STRATEGIES,$1328.14,NC#
Facility-D,02-06-2023,02-06-2023,ABCDEF,BEACON HEALTH STRATEGIES,$1094.14,NC#
Facility-D,16-01-2024,16-01-2024,ABCDEF,BIND,$4240.15,NC#
Facility-D,15-03-2023,15-03-2023,ABCDEF,BIND,$1344.84,NC#
Facility-D,18-02-2023,18-02-2023,ABCDEF,BIND,$695.23,NC#
Facility-D,03-12-2023,03-12-2023,ABCDEF,BIND,$1709.94,NC#
Facility-D,12-02-2023,12-02-2023,ABCDEF,BIND,$147.66,NC#
Facility-D,22-08-2023,22-08-2023,ABCDEF,UNIVERA,$1358.14,NC#
Facility-D,27-08-2023,27-08-2023,ABCDEF,UNIVERA,$419.76,NC#
Facility-D,18-07-2023,18-07-2023,ABCDEF,UNIVERA,$665.68,NC#
